dataset,method,round,ratio,k,d,train_loss,lr,test_accuracy,test_loss,retained_energy,b_power,b_privacy,b_star,regime,papr_mean_db,papr_p99_db,papr_max_db,clip_sample_ratio,normalized_clip_energy,effective_noise_std,u_active_mean,active_resource_ratio
femnist,full,1,1.0,404222,404222,4.085555481910706,0.05,7.211538461538462,3.9498666616586537,1.0,0.09947639138988741,0.5778179244789475,0.09947639138988741,power,9.563648223876953,11.27874755859375,12.382240295410156,0.23644642531871796,0.046217825496987296,0.015078954705143569,20.0,0.9956206896551724
femnist,full,2,1.0,404222,404222,3.8796671342849733,0.049600000000000005,7.211538461538462,3.9498666616586537,1.0,0.09947639138988741,0.5778179244789475,0.09947639138988741,power,9.616098403930664,11.302090644836426,11.692849159240723,0.2368454486131668,0.04606674805757132,0.015078954705143569,20.0,0.9956206896551724
femnist,full,3,1.0,404222,404222,3.724252183437348,0.0492032,7.211538461538462,3.9498666616586537,1.0,0.09947639138988741,0.5778179244789475,0.09947639138988741,power,9.602034568786621,11.10671615600586,11.30026912689209,0.2371145337820053,0.046142889073397524,0.015078954705143569,20.0,0.9956206896551724
femnist,full,4,1.0,404222,404222,3.6880375552177425,0.0488095744,7.211538461538462,3.9498666616586537,1.0,0.09947639138988741,0.5778179244789475,0.09947639138988741,power,9.5409517288208,11.076295852661133,11.46448040008545,0.23678509891033173,0.046126661521349574,0.015078954705143569,20.0,0.9956206896551724
femnist,full,5,1.0,404222,404222,3.648151671886444,0.0484190978048,22.115384615384617,3.663777864896334,1.0,0.09947639138988741,0.5778179244789475,0.09947639138988741,power,9.489175796508789,11.202197074890137,11.369903564453125,0.2368546724319458,0.04608393887189701,0.015078954705143569,20.0,0.9956206896551724
femnist,full,6,1.0,404222,404222,3.537120682001114,0.0480317450223616,22.115384615384617,3.663777864896334,1.0,0.09947639138988741,0.5778179244789475,0.09947639138988741,power,9.545029640197754,11.165387153625488,11.272130966186523,0.23693104088306427,0.04608232317346895,0.015078954705143569,20.0,0.9956206896551724
femnist,full,7,1.0,404222,404222,3.45940757393837,0.04764749106218271,22.115384615384617,3.663777864896334,1.0,0.09947639138988741,0.5778179244789475,0.09947639138988741,power,9.568387031555176,11.318967819213867,11.558496475219727,0.23696736991405487,0.04612289467298958,0.015078954705143569,20.0,0.9956206896551724
femnist,full,8,1.0,404222,404222,3.37489137172699,0.04726631113368524,22.115384615384617,3.663777864896334,1.0,0.09947639138988741,0.5778179244789475,0.09947639138988741,power,9.550858497619629,11.087632179260254,11.204124450683594,0.2372758686542511,0.04594079377506432,0.015078954705143569,20.0,0.9956206896551724
femnist,full,9,1.0,404222,404222,3.3336972045898436,0.046888180644615765,22.115384615384617,3.663777864896334,1.0,0.09947639138988741,0.5778179244789475,0.09947639138988741,power,9.59904670715332,11.189403533935547,11.51959228515625,0.2370511144399643,0.04616736415584697,0.015078954705143569,20.0,0.9956206896551724
femnist,full,10,1.0,404222,404222,3.1152508562803267,0.04651307519945884,31.971153846153847,3.038088871882512,1.0,0.09947639138988741,0.5778179244789475,0.09947639138988741,power,9.582792282104492,11.193917274475098,11.33217716217041,0.23712438344955444,0.046042227105254116,0.015078954705143569,20.0,0.9956206896551724
femnist,full,11,1.0,404222,404222,3.206300452947616,0.046140970597863165,31.971153846153847,3.038088871882512,1.0,0.09947639138988741,0.5778179244789475,0.09947639138988741,power,9.518890380859375,11.15706729888916,11.380162239074707,0.2370523363351822,0.046011058952642146,0.015078954705143569,20.0,0.9956206896551724
