dataset,method,round,ratio,k,d,train_loss,test_accuracy,test_loss,retained_energy,b_power,b_privacy,b_star,regime,papr_mean_db,papr_p99_db,papr_max_db,clip_sample_ratio,normalized_clip_energy,u_active_mean,active_resource_ratio
femnist,topk,1,0.2,80844,404222,3.954741446971893,11.178861788617887,3.821134241615854,0.9366910404437763,0.7034060493475798,1.2431311983067246,0.7034060493475798,power,9.564133644104004,11.069934844970703,11.199989318847656,0.0019433497218415141,0.0001236271291334511,7.08669900894165,0.5619630541871922
femnist,topk,2,0.2,80844,404222,3.782123589515686,16.056910569105693,3.7182403812563516,0.9178276667667253,0.7034060493475798,1.2431311983067246,0.7034060493475798,power,9.579450607299805,11.44167423248291,11.8906888961792,0.0019261083798483014,0.0001294807993093035,6.452009201049805,0.617243842364532
femnist,topk,3,0.2,80844,404222,3.6682567429542545,20.121951219512194,3.5676954315929876,0.90688712063307,0.7034060493475798,1.2431311983067246,0.7034060493475798,power,9.601550102233887,11.509306907653809,11.881597518920898,0.0018300492083653808,0.00012980480684271638,6.247821807861328,0.6374162561576354
femnist,topk,4,0.2,80844,404222,3.581692011356354,23.170731707317074,3.5223934514735773,0.8983203572998427,0.7034060493475798,1.2431311983067246,0.7034060493475798,power,9.534507751464844,10.935338973999023,10.96731185913086,0.0018546797800809145,0.00011287025267111794,6.226120948791504,0.6396379310344827
femnist,topk,5,0.2,80844,404222,3.5311043143272394,31.910569105691057,3.3854682736280486,0.8911606267961554,0.7034060493475798,1.2431311983067246,0.7034060493475798,power,9.574074745178223,11.29005241394043,11.515588760375977,0.0019088670378550887,0.00012531863859202675,6.126169681549072,0.6500738916256158
femnist,topk,6,0.2,80844,404222,3.44456843495369,32.31707317073171,3.3015082134463922,0.8845388816364798,0.7034060493475798,1.2431311983067246,0.7034060493475798,power,9.59733772277832,11.062104225158691,11.319976806640625,0.0020067733712494373,0.00013262515119119364,6.020016193389893,0.6615369458128079
femnist,topk,7,0.2,80844,404222,3.296346834897995,36.17886178861789,3.1366582110645327,0.8632656541261176,0.7034060493475798,1.2431311983067246,0.7034060493475798,power,9.58491325378418,10.984440803527832,11.169559478759766,0.001945197000168264,0.00012371448400603363,5.843630790710449,0.6815049261083744
femnist,topk,8,0.2,80844,404222,3.33959014415741,32.113821138211385,3.1153777828061484,0.8706908920564889,0.7034060493475798,1.2431311983067246,0.7034060493475798,power,9.56531047821045,11.082098960876465,11.893251419067383,0.0018953202525153756,0.00012824081118542182,5.846757888793945,0.68114039408867
femnist,topk,9,0.2,80844,404222,3.2390791821479796,35.36585365853659,2.994128219480437,0.8615610507949842,0.7034060493475798,1.2431311983067246,0.7034060493475798,power,9.553467750549316,11.11184024810791,11.216970443725586,0.0019150245934724808,0.00011587522060227471,5.706943988800049,0.6978275862068966
femnist,topk,10,0.2,80844,404222,3.099353719949722,40.040650406504064,2.873542847672129,0.8533958629175645,0.7034060493475798,1.2431311983067246,0.7034060493475798,power,9.618062973022461,11.583358764648438,11.739673614501953,0.001952586229890585,0.00012732112803200002,5.627140522003174,0.7077241379310345
